Ind,Img,Time (min),Area,Xcenter,Ycenter,Xlength,Ylength,AspectRatio,Solidity,Circularity,Convexity,GR_Full,tdeb_flat,tdebShift_flat,GrowthAtStart_flat,ChipRow,GR_end,tdeb_GR,CaracT_GR,tdebShift_GR,GrowthAtStart_GR,fit_name,tdeb,tdebShift,Tau,G,A0fit,fitR2,Expe
PPG1,25,779.0,0.4358888612,316.60322880381307,286.0315534953195,408.0,391.0,0.9584352078239609,3.6692834755964094,2.960261441420707,0.9129916136804078,0.0005326532555214973,,,,,,,,,,,,,,,,,240305_noFlux
PPG1,26,809.0,0.4429042116,316.7467473122693,286.25176666496066,411.0,394.0,0.95873786407767,3.668308333747453,2.946323569298324,0.9112717293348944,0.0005481522370778456,,,,,,,,,,,,,,,,,240305_noFlux
PPG1,27,839.0,0.4505518468,317.24942099315047,286.67481536610177,416.0,398.0,0.9568345323741008,3.666689834549997,2.9732898938452847,0.9161005881476336,0.0005510079264898767,,,,,,,,,,,,,,,,,240305_noFlux
PPG1,28,869.0,0.4578588762,317.7140864675204,286.7292895577301,421.0,400.0,0.9502369668246444,3.665011376243726,2.936215979566199,0.9107543708533788,0.000546264377138061,,,,,,,,,,,,,,,,,240305_noFlux
PPG1,29,899.0,0.4660390607999999,318.1622876070694,287.2245531211424,427.0,403.0,0.9439252336448598,3.663958715520596,2.9136847385836964,0.9079990809194648,0.0005289035907825758,,,,,,,,,,,,,,,,,240305_noFlux
PPG1,30,929.0,0.4732275368,318.46191494646064,287.1150444286392,432.0,404.7522295192422,0.9376443418013856,3.658348789189482,2.890430761855622,0.9048352996252432,0.0004982352154694826,,,,,,,,,,,,,,,,,240305_noFlux
PPG1,31,959.0,0.4799869623999999,318.71387738216936,287.4287603275839,436.0,406.0,0.931350114416476,3.659776155910699,2.9337014754878097,0.9115132518667334,0.00045678092632460844,,,,,,,,,,,,,,,,,240305_noFlux
PPG1,32,989.0,0.4869609131999999,319.05817860565713,286.6259550799488,442.0,407.0,0.9209932279909706,3.656878511298183,2.885130933429139,0.9042309598821328,0.0004040869934931169,,,,,,,,,,,,,,,,,240305_noFlux
PPG1,33,1019.0,0.493210371,319.79366089641235,286.55335215157515,446.0,407.0,0.912751677852349,3.656457203224909,2.8768857088747986,0.9029290815879548,0.00034128717817571936,,,,,,,,,,,,,,,,,240305_noFlux
PPG1,34,1049.0,0.4983288669999999,320.3629939703057,285.90781580464,449.0,408.0,0.9088888888888887,3.659164946598965,2.8988364626242675,0.9059358279377804,0.00027423498750064223,,,,,,,,,,,,,,,,,240305_noFlux
PPG1,35,1079.0,0.5031726202,319.99054568106453,285.9417601141754,452.0,410.0,0.9072847682119204,3.660648579711832,2.9046116433939826,0.9066742676114534,0.0002064253252005671,,,,,,,,,,,,,,,,,240305_noFlux
PPG1,36,1109.0,0.5057600952,320.1295764237459,287.3698756285531,455.0,410.0,0.9013157894736842,3.657956902425088,2.8871987743936134,0.9039728629986846,0.0001452283763655814,,,,,,,,,,,,,,,,,240305_noFlux
PPG1,37,1139.0,0.5079316924,320.2931442742222,288.1017896424312,456.0,410.88988434303457,0.901531728665208,3.657737316098369,2.8917940721675417,0.9042391067736248,9.402666619671442e-05,,,,,,,,,,,,,,,,,240305_noFlux
PPG1,38,1169.0,0.5084059059999999,320.026702139457,288.30368639236906,456.0,410.0,0.899343544857768,3.659887166787845,2.910143217602427,0.9063388324642369,5.884246844247847e-05,,,,,,,,,,,,,,,,,240305_noFlux
PPG1,39,1199.0,0.509130399,320.2778519005727,289.02244558114467,454.0,409.4975297653966,0.9032967032967032,3.663717965969971,2.9158044680092714,0.9065565814627604,3.780649493202606e-05,,,,,,,,,,,,,,,,,240305_noFlux
PPG1,40,1229.0,0.5106998201999999,320.56847277103554,289.37167465163213,456.0,409.8645719651561,0.899343544857768,3.66409565395198,2.943953580474294,0.9108016234156344,2.7356788199952223e-05,,,,,,,,,,,,,,,,,240305_noFlux
PPG1,41,1259.0,0.5104909404,320.5254485893805,289.81807017266215,455.0,409.0,0.8991228070175439,3.663806194490198,2.9417825029924813,0.910215824851705,3.020041088096458e-05,,,,,,,,,,,,,,,,,240305_noFlux
PPG1,42,1289.0,0.5108917638,320.82624662588336,290.6472014870279,457.0,409.0,0.8951965065502183,3.663934966078113,2.934606283770816,0.9088728270680384,4.151843508435354e-05,,,,,,,,,,,,,,,,,240305_noFlux
PPG1,43,1319.0,0.5116915288,321.13470412738684,290.67970510032006,456.0,410.0,0.899343544857768,3.665412097421203,2.959458459083465,0.9120089138485782,5.650519678678249e-05,,,,,,,,,,,,,,,,,240305_noFlux
PPG1,44,1349.0,0.5122993502,321.0322999943605,290.2300168932218,457.0,410.0,0.8973799126637555,3.660169971278739,2.9465573102336253,0.91052410285235,7.243590299709909e-05,,,,,,,,,,,,,,,,,240305_noFlux
PPG1,45,1379.0,0.5135093476,320.5883873126311,290.2018040023422,457.0,409.5230447378296,0.8973799126637555,3.662900505021685,2.957232581393217,0.912014379021492,8.485416727785216e-05,,,,,,,,,,,,,,,,,240305_noFlux
PPG1,46,1409.0,0.5151860314,320.3734470471883,290.49456184639826,458.0,410.0,0.8954248366013072,3.66124097119324,2.9592729266413533,0.9125064694578416,9.324565813210645e-05,,,,,,,,,,,,,,,,,240305_noFlux
PPG1,47,1439.0,0.5165804451999999,320.2124965207979,290.83482324920675,458.0,410.94658373794255,0.8976034858387799,3.658968177246391,2.929076261857005,0.9079680167084592,9.746512413389114e-05,,,,,,,,,,,,,,,,,240305_noFlux
PPG1,48,1469.0,0.5181404573999999,319.9057999477112,290.6856100580911,460.0,411.0,0.8937093275488069,3.6599077317548665,2.938318457059773,0.9095342277051764,9.872237156945104e-05,,,,,,,,,,,,,,,,,240305_noFlux
PPG1,49,1499.0,0.5196835334,319.61404807365113,287.0520792200054,461.0,412.9501650429445,0.8961038961038961,3.656884642286663,2.9261415322706177,0.9080805188935398,9.448658585341765e-05,,,,,,,,,,,,,,,,,240305_noFlux
PPG1,50,1529.0,0.5216801232,319.64510490144187,287.28491484205534,462.0,413.0,0.8941684665226782,3.6543609402089583,2.9258994603780466,0.9083136879118442,8.654455684695974e-05,,,,,,,,,,,,,,,,,240305_noFlux
PPG1,51,1559.0,0.5226699499999999,319.4347744391606,287.4001918459277,463.0,414.0,0.8943965517241379,3.658795755076897,2.9308943696393315,0.9086576464426032,8.113883941930338e-05,,,,,,,,,,,,,,,,,240305_noFlux
PPG1,52,1589.0,0.5234941784,318.8487581198316,287.34735875633066,463.0,412.0,0.8900862068965517,3.655149582812576,2.9374204135580366,0.9102219284557918,7.858654829761774e-05,,,,,,,,,,,,,,,,,240305_noFlux
PPG1,53,1619.0,0.5249262282,318.5634982993199,287.0580942801446,464.0,414.0,0.8924731182795699,3.652105322039205,2.915934498572671,0.9071252254792964,7.906404417926178e-05,,,,,,,,,,,,,,,,,240305_noFlux
PPG1,54,1649.0,0.5263037058,317.99975417520284,286.84436940972125,465.0,413.65335829765263,0.8905579399141631,3.647616942621304,2.915048420266236,0.9074944712411056,8.337068005073953e-05,,,,,,,,,,,,,,,,,240305_noFlux
PPG1,55,1679.0,0.5276793016,317.6073122276949,286.24189033324444,466.0,415.0,0.8907922912205567,3.647998268913024,2.9166370967113813,0.9079071987274902,9.114558172642808e-05,,,,,,,,,,,,,,,,,240305_noFlux
PPG1,56,1709.0,0.5289570438,317.04789017793576,286.67638051377537,467.0,415.0,0.8888888888888888,3.641049063850877,2.881772934523357,0.903469445209363,0.00010158802091166287,,,,,,,,,,,,,,,,,240305_noFlux
PPG1,57,1739.0,0.5303589848,315.8299114019877,286.07464338465024,468.0,416.7575470709232,0.8912579957356077,3.648125306011549,2.8937149776000783,0.9046879613865424,0.00011441632990272237,,,,,,,,,,,,,,,,,240305_noFlux
PPG1,58,1769.0,0.5320751864,315.10697312791217,285.1033198454408,467.0,418.0,0.8952991452991453,3.6458613768034014,2.8802591980973253,0.9027259919176628,0.00012934185019383696,,,,,,,,,,,,,,,,,240305_noFlux
PPG1,59,1799.0,0.5349599858,314.2365933000069,284.4567830232844,470.0,418.0,0.8895966029723992,3.647669992772301,2.887369150723224,0.903875492029412,0.00014606761854227027,,,,,,,,,,,,,,,,,240305_noFlux
PPG1,60,1829.0,0.5366931236,313.0759825221754,284.31103344550803,470.0,418.0,0.8895966029723992,3.6448245381940665,2.8687767643485413,0.9012919242319732,,,,,,,,,,,,,,,,,,240305_noFlux
PPG3,0,29.0,0.1879880564,290.94189000141995,211.668117594022,226.0,286.0,1.26431718061674,3.656110398210726,2.9322159106267542,0.9217991590718512,2.053842010463204e-05,37.000000372161765,0.0,-3.4291508581446023e-12,0.0,0.685235401247579,202.0,673.6040889229712,5.0,0.02841243863014015,ExpDel,37.000000372161765,0.0,5497.817326305789,0.2619221255515224,0.18918590762114176,0.985,240305_noFlux
PPG3,1,59.0,0.1893354252,290.4139633633548,212.6935731288836,227.0,286.0,1.2587719298245614,3.6603531144878794,2.9378732308542075,0.9218906698817048,9.511157205087179e-05,,,,,,,,,,,,,,,,,240305_noFlux
PPG3,2,89.0,0.189788939,290.1827259265366,213.2991032016244,228.0,286.0,1.2532751091703056,3.6610167533106353,2.94332290058261,0.9224900149500472,0.00016694976276762443,,,,,,,,,,,,,,,,,240305_noFlux
PPG3,3,119.0,0.1901803534,290.31128883495023,213.81930065909444,228.0,286.69148411746914,1.25764192139738,3.65703317821706,2.9331742236374714,0.9210363396263596,0.00023113627088097838,,,,,,,,,,,,,,,,,240305_noFlux
PPG3,4,149.0,0.1909575368,290.1438447604195,214.110500287016,229.0,287.0,1.2521739130434784,3.659873060410917,2.944505068686517,0.9230295482859628,0.00028311007015137325,,,,,,,,,,,,,,,,,240305_noFlux
PPG3,5,179.0,0.1923651232,289.9454341066128,214.41936644595955,230.0,289.0,1.255411255411255,3.6556721308983104,2.9400972790452693,0.9232512761197718,0.0003187024858482866,,,,,,,,,,,,,,,,,240305_noFlux
PPG3,6,209.0,0.1946778554,290.74317250024944,214.6864992456041,232.0,291.0,1.2532188841201717,3.653829363463181,2.9317769900657145,0.9216054170542144,0.000323754586989206,,,,,,,,,,,,,,,,,240305_noFlux
PPG3,7,239.0,0.1968212256,291.9789677482028,215.19413506387116,231.0,294.0,1.271551724137931,3.6562803143170295,2.9345180028931823,0.9224316126764912,0.0003036569228830365,,,,,,,,,,,,,,,,,240305_noFlux
PPG3,8,269.0,0.1991358395999999,293.7921351902289,215.1049493244901,235.0,297.0,1.2627118644067796,3.6538350950908702,2.925349350521113,0.9217432557092292,0.0002657081291925479,,,,,,,,,,,,,,,,,240305_noFlux
PPG3,9,299.0,0.2019867666,296.6823001604986,213.36273556394383,237.0,298.0,1.2563025210084031,3.657590297696654,2.927576823220561,0.9211096128675992,0.00021571126098556386,,,,,,,,,,,,,,,,,240305_noFlux
PPG3,10,329.0,0.2031930004,299.9640724677795,211.67004550558104,237.0,298.0,1.2563025210084031,3.6618279205975903,2.923580615837512,0.9194363493695512,0.00016819948968455322,,,,,,,,,,,,,,,,,240305_noFlux
PPG3,11,359.0,0.2017967047999999,303.43777791670493,211.878103106967,238.0,297.0,1.2468619246861925,3.65954943646008,2.9159578017530903,0.9188179994626976,0.0001450954128356399,,,,,,,,,,,,,,,,,240305_noFlux
PPG3,12,389.0,0.2026077606,302.7713862811553,211.1551293581787,241.0,297.0,1.2314049586776858,3.661905900214175,2.934414244386041,0.9215111300797107,0.00014280860063511428,,,,,,,,,,,,,,,,,240305_noFlux
PPG3,13,419.0,0.2038779756,303.9891583655773,211.020028443066,242.0,298.0,1.2304526748971194,3.65943272844758,2.9230624317375726,0.9195527419158966,0.0001516004558238657,,,,,,,,,,,,,,,,,240305_noFlux
PPG3,14,449.0,0.2050522188,303.7476536708232,211.6590477309728,243.0,300.0,1.2336065573770492,3.66105837990323,2.9252369625698105,0.9200987131439048,0.00016710119981430652,,,,,,,,,,,,,,,,,240305_noFlux
PPG3,15,479.0,0.2063111429999999,304.3906179692274,210.76024734905008,243.0,300.0,1.2336065573770492,3.6632275322046537,2.9291813883787388,0.9207495971160304,0.00017992845625849799,,,,,,,,,,,,,,,,,240305_noFlux
PPG3,16,509.0,0.2078843278,305.2819929062439,209.33302639877925,244.0,300.9078535932015,1.2326530612244897,3.663773280108564,2.926578268418362,0.9195345287046424,0.0001823079427587483,,,,,,,,,,,,,,,,,240305_noFlux
PPG3,17,539.0,0.209237342,306.8298594435853,208.1549679506748,245.0,301.0,1.227642276422764,3.664979453854373,2.9338171985427577,0.9201628778199524,0.00017220253823943565,,,,,,,,,,,,,,,,,240305_noFlux
PPG3,18,569.0,0.2097115556,307.66186914341324,207.38702376960111,246.0,301.0,1.222672064777328,3.6605583152235575,2.93833587826877,0.9205814615908842,0.00015519940599791,,,,,,,,,,,,,,,,,240305_noFlux
PPG3,19,599.0,0.2104435758,308.3848699963071,207.6084536495092,246.0,301.0,1.222672064777328,3.665338473730504,2.939805817200961,0.9199395889650936,0.00013249736380277713,,,,,,,,,,,,,,,,,240305_noFlux
PPG3,20,629.0,0.2113562488,309.3656447075341,206.6195130004943,247.0,302.0,1.221774193548387,3.663781874913327,2.929300132058371,0.9187491371176094,0.00011657328189012043,,,,,,,,,,,,,,,,,240305_noFlux
PPG3,21,659.0,0.2129049702,310.92979513069884,206.18853613976347,246.0,303.0,1.2307692307692308,3.6670766588871566,2.977236309431893,0.9250263288928045,0.00011154602285934039,,,,,,,,,,,,,,,,,240305_noFlux
PPG3,22,689.0,0.2128729795999999,311.90652063470503,204.70647910684843,247.0,302.9238485861141,1.2258064516129032,3.662582880542317,2.940080832794607,0.9190541220044622,0.00012089804348862894,,,,,,,,,,,,,,,,,240305_noFlux
PPG3,23,719.0,0.2140152322,313.465682827017,204.30159136120503,248.0,302.0,1.216867469879518,3.666747743996984,2.9646413253030146,0.9224403508155674,0.00013672926399918808,,,,,,,,,,,,,,,,,240305_noFlux
PPG3,24,749.0,0.2144518097999999,313.41638668864255,204.24632145831663,249.0,303.0,1.216,3.660742893234212,2.933611676475189,0.9183399046374442,0.00016198904792480296,,,,,,,,,,,,,,,,,240305_noFlux
PPG3,25,779.0,0.2153475466,314.3472249545081,204.4416908459349,249.0,303.0,1.216,3.660318980844084,2.92855485864206,0.9173313726870552,0.00018761992029209514,,,,,,,,,,,,,,,,,240305_noFlux
PPG3,26,809.0,0.2162225836,314.6437195338156,205.0886537320225,250.0,304.0,1.2151394422310755,3.660911468359788,2.9491256895494216,0.9207257367479836,0.00020885780166660103,,,,,,,,,,,,,,,,,240305_noFlux
PPG3,27,839.0,0.2180272298,314.6465162857498,206.1504958616199,251.0,306.0,1.218253968253968,3.662722672445654,2.962005038940208,0.9228605620914612,0.00021905316800956162,,,,,,,,,,,,,,,,,240305_noFlux
PPG3,28,869.0,0.2197791856,313.6616502475051,206.92253271359573,253.0,309.0,1.220472440944882,3.658352513482922,2.9261320494065792,0.918896219740092,0.00021491590689704963,,,,,,,,,,,,,,,,,240305_noFlux
PPG3,29,899.0,0.2217099124,313.0658950231139,208.8099314877048,256.0,310.0,1.2101167315175096,3.657674047677968,2.914864463818771,0.9184591171250408,0.00019460980634435388,,,,,,,,,,,,,,,,,240305_noFlux
PPG3,30,929.0,0.2228408741999999,312.86630351328336,210.23674569352545,258.0,312.0,1.2084942084942083,3.654327225319777,2.9142971826362,0.919634952784912,0.00016428409208983145,,,,,,,,,,,,,,,,,240305_noFlux
PPG3,31,959.0,0.2237140294,313.54331255549494,210.5030118596789,258.0,312.0,1.2084942084942083,3.651162511424468,2.911779187901433,0.919688084545306,0.00013135876963955883,,,,,,,,,,,,,,,,,240305_noFlux
PPG3,32,989.0,0.22431056,314.7379527118572,210.2369650690762,259.0,313.0,1.2076923076923076,3.6510960097010736,2.894493676189726,0.9170886078264444,0.00010445254070506839,,,,,,,,,,,,,,,,,240305_noFlux
PPG3,33,1019.0,0.2251009159999999,318.01579258089464,208.8539433318761,259.0,311.0,1.2,3.653998376728784,2.928383943768422,0.9207150526057536,8.212371877380762e-05,,,,,,,,,,,,,,,,,240305_noFlux
PPG3,34,1049.0,0.22553373,319.1821587572117,208.97903363528968,261.0,311.95370156657066,1.1946564885496185,3.654084185285397,2.917199927408741,0.9191708481866044,6.8504276243035e-05,,,,,,,,,,,,,,,,,240305_noFlux
PPG3,35,1079.0,0.2261980053999999,319.94793496843283,209.71303281154675,262.0,312.0,1.1901140684410647,3.656434466482388,2.924352142055272,0.920844307504213,5.75736816065423e-05,,,,,,,,,,,,,,,,,240305_noFlux
PPG3,36,1109.0,0.2264087669999999,321.13198536437574,210.5118746687792,264.0,312.0,1.181132075471698,3.654229752412925,2.895778156506702,0.9170162550784444,4.4491398665405224e-05,,,,,,,,,,,,,,,,,240305_noFlux
PPG3,37,1139.0,0.2263636037999999,323.5557242626286,209.0397619208614,264.0,310.0,1.173584905660377,3.653206006810516,2.9195501798459254,0.9198427805851254,2.593120744352488e-05,,,,,,,,,,,,,,,,,240305_noFlux
PPG3,38,1169.0,0.2271633688,324.8274848249573,210.89938789942235,264.0,311.0,1.1773584905660377,3.653700833956589,2.89999147021392,0.917343878196346,-6.194380188620042e-07,,,,,,,,,,,,,,,,,240305_noFlux
PPG3,39,1199.0,0.2273007402,326.4106045355106,211.66341852162464,265.0,311.0,1.1729323308270676,3.651681490228209,2.9003263791795977,0.9178244633137406,-2.422089774924605e-05,,,,,,,,,,,,,,,,,240305_noFlux
PPG3,40,1229.0,0.2275886556,328.99212581749,212.08675375078252,266.0,310.0,1.1647940074906369,3.650852291922327,2.902580596036064,0.917879818988528,-4.4486142452217855e-05,,,,,,,,,,,,,,,,,240305_noFlux
PPG3,41,1259.0,0.227086215,334.7894007567516,211.78135885583836,264.0,308.0,1.1660377358490566,3.652078079768414,2.9004250067631125,0.9164129625292337,-3.0291869737339198e-05,,,,,,,,,,,,,,,,,240305_noFlux
PPG3,42,1289.0,0.2267456091999999,344.4570412095983,213.65297718723693,265.0,307.0,1.1578947368421053,3.646717636463057,2.8898303636305145,0.9143185121218248,2.1878619466622807e-05,,,,,,,,,,,,,,,,,240305_noFlux
PPG3,43,1319.0,0.2258668086,346.4180026076027,210.6561987490992,264.0,305.0,1.1547169811320754,3.648279509937733,2.884023724594198,0.9128703747150622,8.722753413235047e-05,,,,,,,,,,,,,,,,,240305_noFlux
PPG3,44,1349.0,0.2257520187999999,347.8770388337622,211.3764972065932,265.0,305.0,1.150375939849624,3.647751079369183,2.8743570729720123,0.9121192784978476,0.00014515406010779237,,,,,,,,,,,,,,,,,240305_noFlux
PPG3,45,1379.0,0.2264802754,347.7672536347472,213.7831109621941,265.0,307.0,1.1578947368421053,3.643680927329182,2.8457743641802056,0.908299628707882,0.00019305241679437154,,,,,,,,,,,,,,,,,240305_noFlux
PPG3,46,1409.0,0.228949197,344.33726716717354,218.03537070168596,264.0,311.0,1.1773584905660377,3.646558843672852,2.8625513878960525,0.9133813641994344,0.00021971678517470654,,,,,,,,,,,,,,,,,240305_noFlux
PPG3,47,1439.0,0.2314350547999999,343.4697779572992,219.060066560894,266.0,315.0,1.1835205992509363,3.6426387786259538,2.824233336388323,0.9089917186978056,0.00022624689006694166,,,,,,,,,,,,,,,,,240305_noFlux
PPG3,48,1469.0,0.2338625767999999,343.3648021514558,221.8491415563642,267.0,317.0,1.1865671641791045,3.6424639519036814,2.8268912738635925,0.9110686509678652,0.00021871574639631907,,,,,,,,,,,,,,,,,240305_noFlux
PPG3,49,1499.0,0.2358798664,341.4987291434716,221.1656535199114,269.0,320.8946453172315,1.1925925925925926,3.6402056590816154,2.808929373775043,0.9101168710522928,0.00020544553543948746,,,,,,,,,,,,,,,,,240305_noFlux
PPG3,50,1529.0,0.2384729867999999,341.92208286853634,222.54623536351423,270.0,322.0,1.1918819188191885,3.638892290320365,2.800569481946679,0.9094502877580154,0.00020112355395392482,,,,,,,,,,,,,,,,,240305_noFlux
PPG3,51,1559.0,0.2345042705999999,350.8420921439715,220.9930035950514,265.0,313.0,1.1804511278195489,3.643633788067122,2.837907918751004,0.909497089646178,0.0002442936473351897,,,,,,,,,,,,,,,,,240305_noFlux
PPG3,52,1589.0,0.234105329,336.8980689539171,230.6898960971771,275.0000000000001,305.79433672095087,1.1123188405797102,3.637406934377452,2.817418027188728,0.9049789913121454,0.00031950619121518583,,,,,,,,,,,,,,,,,240305_noFlux
PPG3,53,1619.0,0.2405504939999999,307.7778374667237,271.30502424205656,279.0,340.0,1.2178571428571427,3.63545058034095,2.6958343850148023,0.9145369360899592,0.00039641797646660455,,,,,,,,,,,,,,,,,240305_noFlux
PPG3,54,1649.0,0.2459888959999999,313.96468316580234,263.98019571115265,282.0,339.0,1.2014134275618376,3.63464141018632,2.6904679642950797,0.9084547946186738,0.00046215128573177055,,,,,,,,,,,,,,,,,240305_noFlux
PPG3,55,1679.0,0.2478650506,311.16957289453825,266.7279348435935,287.0,339.0,1.1805555555555556,3.6363843843755728,2.6996795762158285,0.912689366052974,0.0005209237045353219,,,,,,,,,,,,,,,,,240305_noFlux
PPG3,56,1709.0,0.250881576,310.1288723260619,267.306185554015,286.0,344.0,1.202090592334495,3.633384639893409,2.6712943170901804,0.9091845634427068,0.0005497854530031115,,,,,,,,,,,,,,,,,240305_noFlux
PPG3,57,1739.0,0.2540580544,309.7206881710032,266.8605652417919,284.0,348.0,1.224561403508772,3.635555252820847,2.6876972363876037,0.9108361880671494,0.0005370986828282172,,,,,,,,,,,,,,,,,240305_noFlux
PPG3,58,1769.0,0.2575073938,309.8493170259021,266.393438953184,284.0,351.0,1.2350877192982457,3.63431248262284,2.6956332723607828,0.912435119851018,0.00047207285744511873,,,,,,,,,,,,,,,,,240305_noFlux
